KWHSPH,KWHCOL,KWHWTH,KWHRFG,KWHRFG1,KWHRFG2,KWHFRZ,KWHCOK,KWHMICRO,KWHCW,KWHCDR,KWHDWH,KWHLGT,KWHTVREL,KWHTV1,KWHTV2,KWHAHUHEAT,KWHAHUCOL,KWHEVAPCOL,KWHCFAN,KWHDHUM,KWHHUM,KWHPLPMP,KWHHTBPMP,KWHHTBHEAT,KWHNEC,location
2550.341,4968.206,0,768.121,768.121,0,685.559,238.791,59.274,43.217,487.041,0,354.574,1130.649,392.798,68.957,42.759,261.585,0,148.772,0,0,0,0,0,313.314,1
0,6476.577,5889.85,438.866,438.866,0,514.917,287.889,151.406,46.762,525.765,0,323.009,1302.699,388.295,112.946,0,325.587,0,859.343,0,0,0,0,0,1021.744,1
1556.646,190.773,0,585.143,585.143,0,0,114.175,196.934,15.594,164.485,36.899,1028.353,389.994,164.68,20.722,23.199,0,0,30.044,0,0,0,0,0,800.206,1
1113.863,1285.603,2018.891,744.336,744.336,0,0,163.931,65.356,74.416,759.788,0,1726.576,1175.774,300.117,107.96,0,64.396,0,0,0,0,0,0,0,350.307,2
401.077,6656.588,2224.852,1823.403,862.324,961.079,501.916,56.417,29.953,39.623,507.042,96.394,555.724,950.218,358.77,25.976,7.252,359.079,0,919.554,0,0,0,0,0,1257.908,3
0,1134.067,0,453.481,453.481,0,0,83.36,180.334,102.434,0,192.466,799.173,366.785,104.347,0,16.862,49.97,0,20.129,0,0,0,0,0,1252.517,1
0,564.628,1144.774,737.239,737.239,0,0,0,40.564,14.755,156.141,0,333.642,153.167,60.207,0,30.197,0,0,0,0,0,0,0,0,174.821,1
3688.99,556.257,0,960.467,217.183,743.284,862.113,558.404,99.071,127.659,0,0,589.488,951.617,190.091,190.092,395.081,0,0,42.063,0,0,0,447.764,1600.76,1167.267,1
1152.498,362.856,0,548.393,548.393,0,0,12.528,48.723,0,0,0,31.754,246.026,68.872,36.277,19.759,16.47,0,0,0,0,0,0,0,794.236,1
0,2500.906,0,303.717,303.717,0,0,0,58.322,16.333,0,0,354.842,1038.255,199.654,120.184,262.561,0,0,39.742,0,0,0,0,0,1386.709,1
1589.932,0,0,239.065,239.065,0,0,120.141,101.3,0,0,0,431.42,855.874,526.607,301.182,0,0,0,18.433,0,0,0,0,0,545.668,1
740.775,7025.475,1227.356,704.181,704.181,0,0,16.921,449.808,38.816,496.908,0,1335.966,668.842,304.331,110.756,13.308,379.165,0,18.41,0,0,0,0,0,1555.584,1
0,285.309,0,644.29,644.29,0,0,0,67.577,0,0,37.458,2238.771,123.261,84.396,0,2.756,0,0,0,0,176.8,0,0,0,482.778,1
0,1293.538,0,696.163,696.163,0,0,0,49.332,38.062,0,0,534.005,483.116,84.184,14.541,551.499,67.094,0,48.86,0,171.533,0,0,0,682.947,1
0,0,0,272.993,272.993,0,0,98.975,53.39,111.651,1138,74.54,561.323,152.997,115.076,37.662,231.009,0,0,0,0,0,0,0,0,2617.109,1
0,1733.088,0,877.123,741.006,136.117,0,0,83.379,41.719,0,71.265,1812.165,1497.77,590.67,90.134,1042.877,92.758,0,540.513,0,713.826,0,0,0,1110.471,1
0,2983.064,0,475.246,475.246,0,0,0,195.515,62.568,0,65.273,1508.672,640.173,223.941,68.812,150.458,178.307,0,212.366,0,0,0,0,0,856.252,3
3141.516,1526.859,1543.543,545.287,545.287,0,0,38.285,39.564,16.501,173.61,38.123,909.522,461.873,316.436,15.877,40.455,68.63,0,18.505,0,0,0,0,0,456.755,1
4034.64,3477.489,0,441.383,441.383,0,731.487,0,71.666,120.846,0,0,2557.249,683.923,239.758,16.061,963.811,164.386,0,446.269,0,0,0,0,0,3750.309,1
76.519,9281.401,2996.383,945.953,945.953,0,292.286,49.831,67.242,59.885,672.056,0,570.922,1390.389,85.108,111.426,1.299,469.515,0,59.149,0,0,0,0,0,391.751,1
1398.169,0,1480.137,268.696,268.696,0,0,131.407,68.267,0,0,0,68.449,38.796,14.971,0,0,0,0,0,0,0,0,0,0,325.079,1
1425.118,1203.336,2205.301,641.507,641.507,0,0,78.103,37.74,46.02,472.261,61.454,1777.028,81.263,30.102,0,25.497,56.463,0,282.839,0,0,0,0,0,699.525,1
1537.22,5276.624,1384.839,1266.74,702.142,564.599,0,248.842,49.897,59.168,664.07,67.035,1621.216,1482.106,214.931,439.168,38.78,277.765,0,345.928,0,0,0,0,0,460.151,2
0,224.362,0,668.585,668.585,0,0,47.826,72.473,0,0,40.32,464.624,0,0,0,30.77,0,0,0,0,0,0,0,0,1543.324,1
0,0,0,1103.16,1103.16,0,0,183.225,54.794,65.218,1319.809,0,419.701,616.803,309.246,0,739.827,0,0,1390.205,0,478.309,0,0,0,423.725,1
4823.921,0,6770.855,521.184,438.76,82.424,296.541,893.743,803.92,252.296,3787.107,0,1263.438,463.036,307.11,0,0,0,0,0,0,0,0,0,0,8651.862,1
1842.742,192.682,3347.761,238.413,238.413,0,0,231.39,68.844,0,0,0,1046.121,723.587,146.345,36.199,33.928,0,0,0,0,0,0,0,0,810.65,3
139.507,1785.23,0,1897.025,866.447,1030.579,0,0,195.665,61.999,633.537,93.357,2526.769,890.004,376.311,14.913,130.3,112.539,0,381.477,0,336.876,0,0,0,703.336,1
0,1720.905,1395.849,272.604,272.604,0,0,125.864,0,33.017,0,0,462.67,407.173,180.664,0,0,75.831,0,0,0,0,0,0,0,8149.882,1
7402.82,0,7519.433,1754.652,1256.342,498.309,497.034,402.089,151.399,152.084,2435.083,216.591,1936.285,734.916,130.422,111.026,148.896,0,0,334.5,0,406.309,0,0,0,913.509,2
1142.56,5056.25,1979.237,633.332,633.332,0,0,291.667,156.774,31.302,633.907,150.404,1844.566,434.761,114.263,0,20.606,306.868,0,49.972,0,193.289,0,0,0,1287.326,1
6830.125,5624.139,3967.146,871.345,871.345,0,0,754.328,297.529,79.949,814.337,124.071,1100.149,700.755,84.433,84.433,124.949,416.444,0,524.32,0,0,0,0,0,743.415,1
0,1548.183,0,1119.226,1119.226,0,0,270.068,48.459,150.191,1526.12,0,4947.236,1047.065,311.639,88.052,282.645,81.052,0,285.828,1294.93,304.073,0,0,0,741.188,1
7557.653,3206.433,0,975.372,559.586,415.786,0,328.943,121.233,53.27,678.484,127.927,7543.032,3598.086,685.487,141.805,674.333,258.141,0,407.98,0,0,1934.893,0,0,1472.446,3
3330.415,3068.456,3917.72,382.759,382.759,0,0,73.185,257.406,76.398,1356.101,228.434,905.976,1482.275,519.422,31.218,53.596,141.555,0,455.19,0,0,0,0,0,670.989,1
0,606.352,0,534.071,534.071,0,0,158.441,242.581,37.014,474.172,91.987,547.601,666.743,470.958,52.198,156.95,0,1097.625,277.16,0,0,0,0,0,675.181,1
3536.603,5575.243,2959.535,1678.625,1087.304,591.32,0,185.804,152.857,34.32,353.076,129.635,1292.821,1284.44,194.637,15.311,66.143,334.269,0,982.865,0,0,0,0,0,1495.168,1
0,1910.397,2396.138,682.7,584.216,98.484,0,329.699,99.161,38.319,651.947,31.32,6929.915,973.954,114.587,14.98,0,135.328,0,17.238,0,0,0,37.188,132.91,626.529,1
2497.069,4413.396,2552.21,560.27,560.27,0,591.914,158.824,120.092,33.254,672.342,154.871,822.074,1056.225,191.429,42.128,44.663,240.752,0,370.939,0,0,0,0,0,469.678,3
2037.23,13386.926,2838.393,1281.85,562.887,718.963,0,200.344,70.424,67.58,859.793,97.235,404.873,651.94,69.731,15.101,38.644,788.31,0,953.715,0,0,3714.26,0,0,769.484,1
0,196.842,0,512.96,512.96,0,0,196.237,52.165,18.051,369.316,70.798,154.69,646.672,72.66,72.688,309.522,0,0,809.355,0,0,0,0,0,3181.392,3
6055.811,1701.283,1607.824,859.912,859.912,0,0,334.473,59.39,0,0,0,388.959,625.827,455.85,0,0,0,0,305.95,0,0,0,0,0,840.573,3
870.81,0,608.385,362.311,362.311,0,0,187.783,59.98,18.994,0,0,104.535,138.002,81.761,37.883,12.863,0,0,11.05,0,0,0,0,0,123.931,1
1668.071,1525.075,0,1201.541,482.378,719.163,0,0,141.024,78.623,0,126.699,1560.377,1175.914,251.945,271.847,477.321,67.188,0,96.054,0,0,994.554,0,0,796.881,1
0,568.445,1174.817,236.763,236.763,0,0,188.404,185.062,82.899,1055.465,96.163,843.04,202.38,108.348,0,360.62,33.598,0,124.063,450.459,69.338,0,0,0,459.393,3
506.715,2904.49,1317.135,702.547,702.547,0,0,0,69.507,48.06,492.324,66.52,2054.317,486.282,190.081,75.743,0,146.116,0,435.986,0,0,0,0,0,527.452,3
0,648.011,0,237.525,237.525,0,0,119.527,287.337,24.933,0,0,492.297,836.909,366.51,97.243,334.37,0,0,15.163,775.928,169.857,0,0,0,799.415,1
0,9052.647,0,648.6,648.6,0,0,486.487,210.405,134.82,1707.965,358.742,2489.132,1008.836,142.997,101.977,187.498,518.568,0,851.356,0,0,0,0,0,720.373,1
0,3701.326,0,243.005,243.005,0,0,0,101.557,17.327,0,38.229,282.564,0,0,0,272.178,0,0,0,0,0,0,0,0,2637.181,1
0,1793.88,0,1560.861,894.129,332.873,1197.067,0,102.143,118.244,0,312.535,2374.346,1477.877,117.688,117.732,932.618,101.096,0,215.123,0,274.688,1545.071,0,0,1577.973,1
53.401,0,441.266,446.488,446.488,0,0,67.053,31.358,0,0,29.429,519.848,277.436,245.352,0,11.279,0,0,0,0,0,0,0,0,493.343,1
110.205,0,0,1232.11,692.141,539.969,465.184,323.783,66.311,42.873,721.265,143.139,362.56,1022.035,278.828,81.363,255.897,0,636.616,0,0,0,0,0,0,581.305,1
0,628.093,0,744.568,744.568,0,0,0,66.012,44.607,570.692,0,900.093,98.788,65.888,0,102.327,35.603,0,0,0,0,0,0,0,973.589,1
1098.569,1711.787,1033.146,475.16,475.16,0,0,53.308,28.111,81.724,915.73,0,1583.527,610.665,188.732,109.794,19.129,84.449,0,182.78,0,0,0,0,0,602.491,1
2984.943,1179.298,0,900.657,484.558,416.099,775.072,0,189.905,31.679,326.891,62.367,299.632,935.479,113.985,126.782,56.726,60.004,0,278.251,0,0,562.605,0,0,858.503,1
0,0,0,976.386,726.724,249.661,295.794,0,0,30.211,342.854,0,370.057,1060.223,1033.326,0,195.511,0,0,0,0,0,0,0,0,1192.214,1
373.764,931.456,826.795,630.784,630.784,0,0,120.488,40.515,46.286,0,0,364.217,411.684,298.426,0,0,0,0,0,0,0,0,0,0,735.176,3
0,0,3227.712,593.311,593.311,0,533.8,152.465,148.972,0,0,0,161.055,916.086,422.926,457.033,0,0,0,32.214,0,0,0,0,0,872.383,1
0,361.666,0,302.823,302.823,0,0,0,99.84,0,0,64.672,402.661,312.785,133.317,0,0,15.716,0,19.081,0,0,0,0,0,4351.109,1
0,903.065,2281.182,241.458,241.458,0,0,256.777,39.842,68.212,179.103,38.359,105.298,336.506,115.835,0,67.342,38.127,0,0,0,0,0,0,0,5739.453,1
0,719.479,0,495.146,495.146,0,0,0,281.15,120.103,0,0,2213.883,835.436,69.829,46.453,152.264,0,0,0,0,0,0,0,0,457.54,1
2505.638,1772.11,3553.7,599.137,599.137,0,0,0,50.426,69.045,878.047,0,644.238,491.881,491.49,0,155.405,0,0,18.667,0,0,0,0,0,576.778,3
0,6557.226,0,2102.692,775.162,661.4,0,0,19.966,8.163,0,38.001,559.375,498.719,193.538,85.77,0,430.338,0,685.487,0,0,1153.165,41.288,0,4043.683,1
0,2673.244,0,1506.264,764.845,741.419,1098.352,413.298,40.49,60.062,1210.151,0,664.835,409.21,191.749,15.889,2758.862,176.061,0,913.965,1157.568,0,0,0,0,984.735,3
0,1703.503,2716.983,976.76,320.608,320.714,333.832,90.711,40.001,15.133,175.126,0,60.571,449,128.817,77.551,817.838,98.568,0,0,0,0,0,0,0,1161.975,1
0,541.447,0,530.158,530.158,0,0,118.112,96.098,15.206,0,36.047,1158.938,804.937,127.331,483.529,296.899,26.108,0,15.308,732.397,0,0,0,0,823.092,2
0,3781.847,0,1031.543,829.223,202.32,0,206.926,198.54,203.834,2271.274,0,1854.1,947.783,350.149,33.086,71.653,184.975,0,597.078,0,0,0,0,0,742.948,1
1889.544,0,1342.598,775.163,775.163,0,0,204.468,55.032,24.151,313.877,0,88.985,494.446,232.74,118.983,0,0,0,50.832,0,0,0,0,0,336.81,1
2983.096,166.031,4373.051,1481.984,929.038,552.946,263.7,921.858,78.015,120.405,1528.334,0,562.853,847.724,277.002,105.375,15.598,0,0,66.905,0,0,0,0,0,307.414,2
0,245.997,1013.759,700.213,700.213,0,0,175.041,92.554,55.955,573.44,95.682,357.226,259.055,109.235,36.054,100.906,11.158,0,29.419,0,304.51,0,0,0,969.569,1
0,816.728,0,950.057,770.14,179.917,922.448,0,157,148.796,1885.024,103.408,2642.795,893.664,239.503,66.034,66.704,0,0,702.286,0,0,2249.56,613.086,2216.688,8985.49,3
0,3064.245,0,1130.346,610.517,519.83,0,222.211,73.311,35.245,0,35.734,1879.965,570.617,119.681,0,211.539,146.916,0,280.903,0,0,0,0,0,2036.123,1
0,1281.376,0,1556.801,1082.96,473.841,1288.881,317.009,108.666,78.857,803.114,141.029,1187.702,759.631,198.456,114.893,1583.608,72.655,0,330.348,660.646,0,0,0,0,699.116,3
0,2998.459,0,1119.892,751.184,368.709,264.061,165.103,68.666,99.911,322.553,0,5658.707,459.954,16.831,99.401,129.411,141.645,0,29.419,0,0,0,0,0,602.277,1
2814.874,4544.313,5620.202,1766.523,948.363,408.731,501.775,428.37,253.205,50.843,519.586,185.817,1042.843,2074.973,553.386,303.397,45.611,207.684,0,0,0,0,0,0,0,17476.56,1
0,0,0,614.584,614.584,0,0,0,441.455,0,0,0,233.287,522.105,326.341,0,0,0,0,137.173,0,0,0,0,0,458.131,1
0,11005.959,0,944.314,585.936,358.379,292.516,117.803,99.401,8.098,169.102,95.55,303.659,1345.785,191.156,111.101,0,668.307,0,369.323,0,0,1947.758,0,0,730.134,1
3289.497,408.338,4758.229,269.602,269.602,0,0,385.244,294.437,86.017,1093.677,0,547.404,846.802,301.919,170.191,0,0,0,50.065,0,0,0,0,0,757.439,1
0,2042.407,0,733.789,549.109,184.68,788.767,67.279,69.387,47.99,491.647,0,408.36,712.292,207.122,78.382,407.613,120.902,0,264.975,0,450.936,0,0,0,1339.332,1
7178.502,0,3250.567,603.03,603.03,0,443.25,145.097,99.045,24.061,488.629,31.271,1097.566,327.332,177.926,14.976,0,0,0,513.589,0,0,0,0,0,290.988,3
0,906.161,841.216,799.654,438.146,361.508,770.228,0,291.441,62.429,0,206.58,468.15,548.641,36.052,113.374,0,0,0,142.738,623.574,236.555,0,36.474,130.218,919.746,3
0,621.854,0,630.437,630.437,0,0,0,27.928,29.555,603.41,0,627.207,1086.911,160.16,279.996,257.551,0,0,0,1000.774,260.855,0,0,0,917.355,1
0,1147.251,0,1171.194,790.165,381.029,0,191.206,244.236,62.883,0,94.016,458.726,300.924,177.002,36.25,555.861,59.188,0,344.69,634.993,0,0,0,0,784.009,1
0,117.929,274.328,288.26,288.26,0,461.632,0,44.752,8.694,179.333,0,270.899,182.508,75.213,74.329,59.464,0,0,60.636,0,0,0,0,0,426.566,3
759.695,4219.069,2171.163,701.974,701.974,0,0,72.657,9.91,12.8,168.574,37.557,388.505,1495.622,190.34,30.214,13.175,215.559,0,51.85,0,0,0,0,0,3806.851,1
5497.626,222.643,5309.587,1321.512,710.549,610.962,0,158.605,49.18,57.365,1154.773,94.564,1535.349,225.807,84.463,0,97.946,10.266,0,42.379,871.387,0,0,0,0,477.478,3
7315.227,796.383,5680.99,753.205,753.205,0,0,273.321,69.301,95.45,1131.613,210.09,967.153,802.662,541.814,14.572,135.498,0,0,17.202,0,180.135,0,0,0,608.295,3
0,1825.794,2269.111,262.818,262.818,0,0,145.243,19.593,46.116,519.057,0,381.87,516.954,282.253,79.12,0,76.945,0,0,0,0,0,0,0,451.241,1
3342.575,3127.855,2009.926,778.287,544.825,233.462,0,233.189,138.157,37.799,484.295,66.074,1378.155,491.777,302.796,0,60.236,165.841,0,400.629,0,0,0,0,0,512.237,3
0,1635.67,4362.162,389.324,389.324,0,0,244.769,29.72,28.735,326.288,0,157.931,1167.703,213.197,523.621,0,0,0,0,0,0,0,0,0,298.584,1
203.121,333.182,0,258.461,258.461,0,0,0,38.379,42.872,439.514,0,401.816,423.68,153.981,184.134,22.354,0,0,0,0,0,0,0,0,784.001,1
870.01,975.105,2179.371,690.948,690.948,0,909.713,360.402,243.589,15.629,0,0,472.437,110.465,14.946,0,34.678,50.327,0,47.6,645.646,0,0,0,0,1087.809,3
1242.68,499.697,3546.558,662.42,662.42,0,0,30.098,19.25,0,0,0,1243.056,150.663,41.808,0,21.297,18.781,0,16.859,0,0,0,0,0,246.64,2
2646.813,434.296,3632.689,624.581,624.581,0,407.978,514.378,146.831,54.27,1094.156,150.106,1986.398,0,0,0,45.567,0,0,170.227,896.596,0,0,0,0,874.501,3
976.114,6613.394,0,240.762,240.762,0,473.136,0,142.983,83.88,0,99.099,2329.804,1551.735,390.778,113.471,62.294,0,0,371.308,0,0,0,0,0,5229.285,1
0,584.783,3854.855,957.893,586.834,371.059,0,128.425,67.334,26.332,339.142,38.043,2013.55,1506.563,111.356,300.447,434.597,35.223,0,276.596,1083.082,0,0,0,0,715.58,3
5859.743,1210.361,1714.658,607.883,607.883,0,0,195.938,247.89,32.428,334.387,0,973.257,270.028,171.308,0,72.52,0,0,17.626,0,0,0,0,0,493.625,3
0,8769.141,0,1520.706,879.965,640.741,0,416.118,40.416,118.109,1199.171,128,2318.017,306.615,110.936,36.536,218.477,547.702,0,923.676,1287.823,399.459,1701.472,0,0,1126.011,1
0,864.979,3117.251,507.045,507.045,0,0,0,95.305,0,0,0,225.23,1395.521,389.609,287.92,320.285,37.789,0,0,0,0,0,0,0,453.252,1
0,1345.404,0,889.549,889.549,0,0,0,427.433,113.73,0,0,138.296,387.764,78.699,0,325.583,58.664,0,18.376,0,0,0,0,0,319.933,1
0,2527.088,0,1607.205,487.128,945.629,0,0,199.553,203.693,0,154.118,1689.506,1939.786,381.593,46.322,469.154,140.934,0,458.738,0,461.946,1227.344,0,0,2192.433,1
0,3230.085,0,956.55,713.999,242.551,0,0,60.043,51.904,0,0,1259.924,976.694,229.448,85.826,112.595,158.306,0,48.561,0,0,1048.358,0,0,1232.213,2
0,3423.802,0,1357.512,771.939,292.371,471.831,0,141.556,39.286,0,38.309,1337.29,863.622,179.457,116.656,838.255,268.366,0,346.208,0,432.265,0,0,0,7296.606,1
0,1947.403,0,688.858,507.522,181.336,0,126.389,205.254,85.359,957.187,0,329.544,1360.401,581.727,138.652,225.834,81.738,0,0,0,0,0,0,0,883.886,1
653.726,151.283,1328.665,268.298,268.298,0,0,148.282,47.989,0,0,0,130.047,105.334,14.468,0,0,0,0,0,0,37.712,0,0,0,765.236,1
0,587.193,0,1198.283,782.27,416.013,0,128.83,51.068,41.428,530.501,69.237,371.186,1727.647,311.695,198.46,0,0,0,214.051,1393.523,626.831,1789.835,0,0,727.816,3
1945.186,371.564,5802.1,478.33,478.33,0,0,144.674,194.756,134.615,1501.639,443.504,553.007,269.531,102.082,103.833,31.774,16.238,0,0,0,93.808,0,0,0,209.745,1
1233.396,103.436,2115.061,576.492,576.492,0,0,0,38.363,12.265,161.859,94.003,304.827,84.065,84.212,0,21.748,4.326,0,0,0,0,0,0,0,415.039,1
2807.55,227.907,2747.957,261.484,261.484,0,0,118.451,67.397,0,0,0,1083.887,1195.433,358.162,233.095,48.845,0,0,0,0,0,0,0,0,798.089,1
3487.26,1561.733,0,3449.838,612.703,704.813,0,0,69.813,24.524,497.842,212.622,1028.1,1801.209,191.448,102.9,314.682,82.279,0,771.393,0,0,0,0,0,744.443,1
271.441,1038.782,0,1158.029,471.102,343.989,469.108,405.837,200.707,30.346,462.446,0,485.05,257.701,69.562,36.204,180.764,61.063,0,39.73,584.543,0,0,0,0,862.472,2
1742.275,724.52,0,662.954,281.556,381.397,0,0,94.501,44.435,0,0,1496.111,1003.129,329.861,88.759,0,34.221,0,256.363,0,0,0,0,0,3707.436,1
0,2664.649,0,753.882,753.882,0,0,313.822,138.808,38.332,0,210.548,794.359,760.088,225.463,69.202,331.68,135.505,0,178.773,0,449.527,0,0,0,1012.173,1
871.668,2246.889,0,1621.328,1412.772,208.556,577.403,237.76,137.774,109.786,1115.863,208.155,1782.879,722.004,185.626,114.335,250.286,132.822,0,555.219,0,0,0,0,0,1595.226,1
0,222.582,0,566.549,566.549,0,0,0,48.309,22.198,450.415,0,345.088,525.502,154.74,154.57,98.144,14.718,619.822,171.534,0,0,0,0,0,559.603,1
3503.732,1074.718,1463.076,238.299,238.299,0,0,94.055,58.547,57.371,644.289,37.376,52.392,67.015,15.581,0,60.607,48.734,0,0,0,0,0,0,0,243.781,1
0,780.461,0,512.948,512.948,0,0,0,50.211,44.935,0,0,107.849,367.746,97.867,54.721,0,0,0,0,0,0,0,0,0,1602.531,1
0,0,3033.069,217.201,217.201,0,453.024,184.922,148.989,24.412,495.512,153.261,352.833,443.44,249.925,0,0,0,0,17.252,0,270.481,0,0,0,510.936,3
1764.323,170.652,5235.562,449.566,449.566,0,752.518,40.302,96.493,0,0,0,150.359,358.31,202.201,59.275,0,0,0,0,0,0,0,0,0,146.78,3
6086.133,986.139,4817.636,2213.256,961.363,1251.892,0,0,82.981,16.871,177.32,0,413.29,1712.985,231.568,232.105,213.575,41.813,0,888.167,0,0,0,0,0,3481.935,1
0,1086.325,0,275.396,275.396,0,281.461,0,31.042,73.806,753.638,71.379,481.16,726.88,233.731,107.049,738.015,0,0,36.65,0,0,0,0,0,767.247,1
0,1131.253,1125.071,595.469,595.469,0,0,0,28.755,104.553,1329.854,0,736.841,533.119,172.206,224.356,110.668,52.886,0,0,0,0,0,0,0,499.917,1
13246.162,552.085,6232.884,713.877,529.044,184.833,264.783,530.243,296.966,158.89,1611.752,123.761,2743.597,834.995,378.453,52.586,495.106,40.403,0,516.816,0,435.114,0,0,0,1139.374,3
0,0,1500.26,683.858,683.858,0,0,268.376,276.905,28.814,584.839,0,797.832,125.634,98.894,0,0,0,0,0,0,0,0,0,0,963.504,1
0,1917.82,5247.616,930.655,930.655,0,841.288,335.042,193.686,141.697,1800.078,395.795,4712.084,467.164,129.47,99.331,518.003,146.224,0,269.383,663.964,328.729,0,0,0,622.245,1
669.565,459.309,8180.351,606.026,606.026,0,0,0,200.303,133.247,1348.845,0,1432.875,536.393,415.007,0,0,0,0,55.897,771.214,0,0,0,0,2056.092,1
5914.198,395.337,5520.16,269.973,269.973,0,491.078,278.97,198.174,127.358,1614.733,210.287,596.966,463.965,129.746,165.566,0,10.545,0,31.007,0,0,0,0,0,992.574,1
11915.644,823.429,2260.952,813.861,813.861,0,424.506,396.431,49.748,0,173.457,0,40.708,60.468,60.498,0,145.26,28.335,0,17.849,0,0,0,0,0,796.863,3
0,1628.88,0,933.342,933.342,0,0,312.059,197.594,95.446,0,123.619,410.447,614.53,189.866,52.566,443.886,83.268,0,311.165,2031.149,0,0,0,0,258.938,3
0,297.769,666.699,683.577,683.577,0,689.56,407.503,45.97,54.817,620.215,184.812,703.588,156.975,67.958,20.485,58.376,15.786,612.978,32.43,0,0,0,0,0,746.58,1
10951.436,0,3435.385,263.12,263.12,0,0,64.793,65.815,58.773,659.779,0,368.421,657.811,657.462,0,141.054,0,0,0,0,0,0,0,0,314.76,1
0,1659.478,0,1023.434,1023.434,0,766.988,224.261,96.213,67.446,756.935,31.827,1535.444,418.735,188.474,52.251,115.162,97.689,0,440.797,0,0,0,0,0,660.209,1
3744.951,3217.915,0,1277.038,640.453,636.585,290.38,116.743,69.256,28.93,328.354,0,502.08,628.044,404.273,0,75.254,161.782,0,57.045,0,0,0,0,0,223.801,3
0,549.957,0,1000.699,1000.699,0,0,0,133.17,30.714,590.654,62.935,617.635,800.155,455.122,282.318,235.712,34.651,0,14.936,1396.893,102.598,0,0,0,402.398,1
0,3836.884,0,940.807,940.807,0,0,0,70.416,39.578,506.03,68.04,8180.962,815.316,307.833,84.651,339.8,242.557,0,382.613,0,0,0,0,0,429.911,1
0,600.716,943.164,781.85,429.644,352.206,0,225.123,114.005,53.732,688.522,89.284,1094.095,784.627,186.248,63.659,376.763,40.369,0,231.584,0,0,667.644,0,0,907.18,1
7246.496,6555.356,1497.229,944.035,944.035,0,0,158.699,200.297,14.789,171.263,0,1735.023,271.187,110.711,110.715,135.594,393.777,0,713.402,0,0,0,484.043,1738.305,510.005,2
0,1366.838,0,456.823,456.823,0,0,0,21.424,51.916,1049.793,0,1259.233,659.802,310.154,31.645,467.644,58.28,0,22.397,0,0,0,0,0,1497.709,2
7828,377.551,4740.668,1741.898,754.416,629.734,491.525,175.981,138.94,112.196,1139.907,210.819,1928.023,268.29,102.181,78.315,182.139,22.007,0,159.064,0,0,0,223.796,800,1302.213,3
0,879.3,0,269.663,269.663,0,0,0,0,159.2,0,0,891.584,233.947,66.128,0,67.942,0,0,0,0,0,0,0,0,295.365,1
0,436.815,0,676.81,676.81,0,234.474,0,0,9.705,0,0,593.126,543.178,303.796,0,120.374,21.243,0,0,0,318.033,0,0,0,883.89,1
0,0,0,467.158,467.158,0,0,197.873,132.301,0,0,0,144.391,587.867,365.427,39.051,0,0,0,0,0,0,0,0,0,481.913,1
6382.387,4206.715,3412.11,530.644,530.644,0,0,165.43,50.17,16.709,175.7,159.499,360.798,84.724,70.161,14.599,98.301,181.122,0,36.371,0,0,0,0,0,5541.739,1
415.229,713.257,0,844.727,844.727,0,0,429.145,96.899,74.582,1512.8,0,1274.584,1039.262,535.454,76.927,363.887,0,0,373.869,1816.285,623.518,0,0,0,1531.773,1
0,5386.526,0,903.221,470.232,432.989,0,197.689,209.762,139.604,0,0,2787,1011.83,279.613,503.989,125.844,253.01,0,725.648,0,0,0,0,0,2993.78,1
3459.641,1078.492,1908.921,563.553,563.553,0,0,0,39.334,25.746,522.14,38.555,754.075,184.407,69.444,0,61.719,46.52,0,18.524,0,81.866,0,0,0,683.507,1
3375.374,7304.429,3079.911,1130.789,843.813,286.976,480.398,421.625,51.764,72.093,732.735,226.01,3725.293,845.075,103.689,77.948,67.243,476.936,0,1034.873,0,0,0,0,0,754.434,1
0,0,0,1946.148,738.247,600.279,863.023,0,72.236,54.768,0,131.848,1197.998,532.166,288.302,105.135,1903.563,0,0,225.645,617.629,0,0,0,0,707.977,1
0,850.049,0,1938.195,899.926,1038.269,843.182,812.92,207.442,30.402,344.661,102.82,184.543,1045.025,582.554,146.987,0,0,0,542.966,0,0,0,0,0,850.445,3
0,0,0,1234.098,1234.098,0,0,0,8.795,38.611,396.588,42.482,1944.928,918.413,330.769,192.394,395.755,0,0,0,0,0,0,0,0,2087.19,3
2607.989,160.647,3006.503,1675.41,1142.937,532.472,0,154.816,59.598,18.249,372.154,39.191,205.59,469.98,133.459,21.305,0,0,0,0,0,0,0,0,0,1377.155,2
0,401.163,0,1257.264,773.832,483.432,534.831,0,204.352,93.035,0,218.111,901.929,3909.596,945.788,829.43,0,0,0,313.193,2768.543,1333.894,1217.198,288.953,1042.586,1739.449,3
2274.59,1951.071,0,989.809,217.185,772.624,0,0,99.111,47.908,0,66.376,1064.048,650.132,159.985,52.64,213.319,87.307,0,438.185,0,540.275,0,0,0,725.802,1
0,5705.842,0,897.819,897.819,0,0,528.76,102.4,94.389,0,163.861,4399.089,506.671,282.462,42.056,959.685,347.395,0,602.446,0,0,0,0,0,1480.229,2
0,575.649,1123.779,1125.054,519.852,605.202,0,0,161.726,33.052,425.633,0,736.561,845.689,96.847,15.19,0,30.799,0,0,0,0,0,98.618,349.683,1102.824,1
0,2202.641,0,454.288,454.288,0,0,0,50.022,46.929,948.248,71.779,827.093,359.014,82.757,90.268,284.091,101.074,0,53.701,0,0,0,0,0,670.786,2
