KWHSPH,KWHCOL,KWHWTH,KWHRFG,KWHRFG1,KWHRFG2,KWHFRZ,KWHCOK,KWHMICRO,KWHCW,KWHCDR,KWHDWH,KWHLGT,KWHTVREL,KWHTV1,KWHTV2,KWHAHUHEAT,KWHAHUCOL,KWHEVAPCOL,KWHCFAN,KWHDHUM,KWHHUM,KWHPLPMP,KWHHTBPMP,KWHHTBHEAT,KWHNEC,location
0,0,0,1478.921,623.227,855.695,907.256,0,51.195,16.894,0,69.34,925.912,2001.891,348.035,15.892,0,0,0,0,0,0,0,0,0,1411.297,3
0,14876.871,0,3312.364,587.238,986.33,0,0,70.039,82.101,0,96.646,3166.172,3023.506,885.774,163.036,341.51,1358.053,0,790.423,0,0,1296.553,0,0,22175.046,1
0,9183.674,2645.89,1136.772,561.37,575.403,0,113.132,150.219,13.168,173.185,154.802,1948.798,481.095,191.065,15.841,180.147,518.881,0,784.956,0,0,0,0,0,412.596,1
2275.776,4670.841,0,830.54,659.673,170.867,0,340.909,138.046,17.05,348.269,68.863,849.395,614.115,193.368,0,431.771,253.527,0,235.449,828.318,166.434,0,0,0,4337.23,1
0,1142.19,0,470.058,470.058,0,0,0,206.977,26.29,532.641,0,2504.418,277.136,85.455,85.455,195.752,57.855,0,0,0,0,0,0,0,1073.133,1
8889.055,1927.993,8619.148,891.145,891.145,0,0,407.753,70.981,162.027,1804.406,218.599,1045.185,993.795,290.742,290.742,153.896,93.875,0,0,0,0,0,0,0,875.337,3
0,263.55,0,524.022,524.022,0,0,142.546,192.33,28.754,326.387,94.735,74.124,413.237,174.093,0,0,0,1159.984,86.445,0,0,0,0,0,837.528,1
0,0,0,1160.508,582.875,577.633,0,0,0,29.947,0,0,83.059,52.571,52.33,0,0,0,0,0,0,0,0,0,0,636.075,1
0,1282.927,0,952.723,439.675,513.047,0,0,98.089,31.487,479.672,37.021,1068.093,622.28,164.726,20.72,454.777,84.247,0,29.482,168.78,0,0,0,0,683.033,1
0,7509.383,0,1321.264,584.925,557.454,790.925,0,99.824,16.363,334.358,37.994,4539.091,1140.033,314.34,52.755,195.433,440.312,0,233.782,0,0,0,0,0,585.093,1
0,1135.822,0,745.76,745.76,0,0,225.539,71.615,33.278,0,0,756.748,632.187,58.696,30.934,262.281,53.453,0,50.189,0,0,0,0,0,884.934,1
0,450.532,2578.838,419.136,419.136,0,0,241.044,192.17,23.679,306.666,0,2756.721,343.429,52.361,14.917,641.76,0,0,16.062,328.373,301.313,0,0,0,1841.55,3
0,1626.027,0,1849.865,1278.016,571.848,610.12,0,155.325,10.697,178.159,36.419,649.54,0,0,0,116.704,72.816,0,316.649,0,0,0,0,0,1724.724,1
35.821,4569.954,1370.187,444.436,444.436,0,0,13.135,30.387,53.712,548.93,39.66,1146.733,580.566,240.551,0,0.582,199.722,0,0,0,0,0,0,0,3210.142,1
1130.062,8635.02,4086.295,926.091,635.579,145.184,0,340.809,205.103,97.537,533.364,99.178,2540.589,1174.517,193.659,193.988,21.04,490.833,0,541.238,0,0,0,0,0,791.31,1
2023.9,459.27,0,601.41,601.41,0,990.578,311.811,197.873,40.069,808.961,0,1126.101,1361.684,540.882,177.687,463.929,16.841,0,0,0,536.834,0,0,0,860.061,1
296.306,309.81,0,471.756,471.756,0,0,199.405,132.347,22.077,447.969,0,260.821,594.757,182.363,81.259,175.375,18.73,0,216.851,609.178,135.885,0,0,0,597.38,1
4044.84,792.986,3008.575,434.629,434.629,0,0,82.08,147.143,25.688,493.307,95.419,2296.03,931.195,190.2,52.644,69.275,36.801,0,31.209,0,0,0,0,0,547.236,1
1267.685,3834.584,4368.276,753.286,753.286,0,0,167.952,69.325,89.283,1134.047,0,325.552,418.806,278.01,102.164,21.576,189.806,0,259.596,0,0,0,0,0,1292.649,1
2052.54,13085.305,1343.943,1231.157,467.035,764.123,0,182.546,150.958,53.25,679.14,135.463,641.82,809.616,381.248,46.58,30.213,612.947,0,0,0,0,0,0,0,1529.491,3
0,1543.144,0,1356.618,706.905,324.659,0,0,70.31,24.805,0,97.335,2968.91,638.285,115.192,48.686,617.468,78.899,0,239.096,0,222.774,962.985,0,0,946.671,1
0,1951.615,0,1239.748,752.97,486.779,0,217.529,247.404,63.705,650.337,0,1686.054,301.456,52.596,0,678.398,104.682,0,427.248,1199.623,0,1161.586,0,0,1103.011,1
1539.023,1226.888,2218.739,588.778,588.778,0,0,30.136,96.251,15.912,325.548,62.252,943.922,176.999,114.481,0,21.554,56.654,0,208.018,0,86.762,0,0,0,595.129,1
583.065,7888.273,2128.968,2608.179,940.79,833.167,0,278.237,140.374,132.286,1676.155,126.195,2734.502,801.735,314.785,190.896,8.348,424.748,0,672.101,0,0,0,0,0,1437.96,1
582.289,538.389,1772.486,600.465,600.465,0,0,469.574,149.874,34.338,353.104,160.073,2720.072,419.653,69.638,15.688,9.279,23.194,0,0,0,0,0,0,0,453.305,1
2508.142,0,0,529.462,529.462,0,766.664,30.576,68.229,59.326,666.334,0,103.26,176.17,160.269,15.611,0,0,0,0,0,0,0,0,0,563.778,2
3806.466,2103.689,1575.159,541.367,541.367,0,0,281.375,29.862,16.136,169.942,37.79,1676.481,233.55,110.626,0,66.086,99.806,0,31.865,0,0,0,0,0,814.516,1
8084.326,747.636,2066.076,480.029,480.029,0,0,164.185,140.157,44.71,503.47,96.378,1178.421,0,0,0,23.759,0,0,31.789,0,0,0,0,0,333.397,1
0,1318.144,6738.827,727.484,727.484,0,0,0,139.469,60.697,1160.676,94.583,772.384,1345.964,544.611,191.966,202.681,61.415,0,51.766,0,0,0,0,0,1161.01,1
22100.864,1311.062,7737.157,270.941,270.941,0,0,90.008,99.658,20.881,0,0,381.325,476.929,235.807,15.65,0,57.127,0,0,0,0,0,0,0,5215.302,3
10071.168,667.914,2793.63,590.501,590.501,0,0,256.278,69.292,50.763,647.873,124.957,862.614,534.84,225.009,14.565,0,0,0,422.611,0,0,0,0,0,1150.367,3
2409.526,1977.319,0,484.211,484.211,0,0,147.192,78.677,30.331,512.915,0,176.636,1438.892,700.2,202.141,38.705,88.004,0,0,0,0,0,0,0,311.458,3
9171.551,885.326,1839.939,769.137,769.137,0,0,206.285,0,15.872,0,0,1405.533,0,0,0,223.745,49.04,0,30.649,0,0,0,0,0,348.221,3
276.028,707.996,1067.166,215.403,215.403,0,543.942,114.145,131.931,49.512,637.478,30.896,829.595,341.645,194.466,0,172.35,0,0,114.423,807.424,0,0,0,0,591.764,1
5516.621,736.287,4194.896,574.275,574.275,0,0,111.482,69.307,24.024,487.875,0,319.239,1909.816,224.719,68.993,106.776,39.231,0,50.616,1359.539,510.263,0,220.853,788.857,651.043,1
927.321,477.931,0,932.265,932.265,0,238.282,254.449,29.591,109.535,1112.99,0,594.684,420.345,224.499,14.943,657.179,0,0,304.205,0,0,0,0,0,895.669,2
0,138.734,0,1130.786,851.503,279.283,389.655,99.751,38.202,40.767,0,63.035,338.188,474.281,178.079,49.719,132.223,6.481,0,98.529,0,0,58.508,46.464,137.664,546.409,1
0,3436.092,3347.648,710.458,710.458,0,0,124.143,141.101,69.407,706.479,159.466,2394.654,1052.908,192.535,85.434,0,157.801,0,0,0,0,0,0,0,868.252,1
857.303,407.152,3176.073,539.439,539.439,0,0,0,96.573,20.099,328.182,94.997,1792.709,0,0,0,88.115,17.929,0,41.901,0,0,0,441.983,1578.768,883.778,1
0,1147.014,0,255.99,239.123,16.867,0,353.261,694.364,29.044,490.955,0,445.327,772.039,266.548,0,1066.952,70.832,0,176.183,0,0,0,0,0,1251.518,1
4416.051,2181.897,1520.749,751.012,751.012,0,0,178.534,59.427,8.02,167.531,37.517,166.4,100.482,14.976,0,76.355,107.094,0,16.865,0,0,0,0,0,223.904,1
4336.501,0,2392.651,554.482,554.482,0,496.357,472.802,71.89,0,0,0,1178.564,911.641,503.931,176.057,0,0,0,45.166,0,0,0,0,0,955.513,3
0,556.423,0,527.714,527.714,0,314.602,225.307,57.53,104.485,0,0,716.389,457.591,75.201,68.536,42.527,0,0,238.723,842.413,0,609.68,0,0,1379.465,1
0,2700.169,0,734.261,444.764,289.497,460.473,188.085,140.796,32.833,338.48,67.602,1197.972,704.242,227.055,52.947,418.855,156.662,0,736.806,953.938,514.224,0,0,0,956.082,1
0,176.618,0,555.04,555.04,0,0,143.377,67.757,31.865,328.782,0,54.593,616.501,189.548,36.332,14.909,7.49,0,30.971,0,0,0,0,0,619.698,1
0,1442.462,0,578.062,578.062,0,303.367,0,148.801,92.088,1171.376,0,1003.632,522.681,117.131,16.068,503.806,63.85,0,242.37,0,0,0,0,0,3511.946,2
0,0,0,301.476,301.476,0,0,0,103.863,86.898,0,0,1503.488,896.178,87.043,15.406,268.003,0,0,34.2,0,0,0,0,0,1465.47,3
2184.849,735.79,1503.314,269.365,269.365,0,0,54.004,267.933,19.784,165.102,37.124,1633.678,86.298,52.533,0,42.079,38.176,0,0,0,0,0,0,0,707.502,1
0,2454.373,3351.321,770.784,538.294,232.49,0,0,0,15.736,165.947,180.581,1014.522,132.593,78.224,15.61,157.694,143.671,0,541.65,0,0,0,0,0,618.129,1
0,2046.019,2586.825,912.901,596.002,316.9,439.013,0,68.085,58.803,601.997,36.478,985.902,2456.723,525.184,292.817,179.063,126.79,0,0,0,0,0,0,0,348.325,3
255.123,421.182,0,952.591,952.591,0,515.257,180.15,159.464,24.416,495.557,124.977,7299.198,564.986,84.487,33.103,117.086,21.599,0,42.579,0,0,0,0,0,537.17,1
0,1370.647,0,323.735,238.945,84.79,237.847,0,0,28.981,0,0,646.256,370.211,36.302,36.301,474.89,76.441,0,0,0,0,0,0,0,1019.459,1
0,757.564,0,528.059,528.059,0,0,197.7,19.669,7.926,0,65.452,1075.964,733.123,113.543,41.496,204.355,39.532,0,0,634.448,236.602,0,0,0,931.829,1
249.412,0,0,293.152,293.152,0,901.914,99.435,56.7,76.961,979.503,87.737,1199.374,768.614,345.278,82.679,205.846,0,909.643,178.374,0,0,0,0,0,1055.971,1
0,786.551,7459.601,777.943,777.943,0,0,429.222,115.153,56.522,575.354,40.285,1827.706,1262.09,196.025,133.783,58.492,34.934,0,0,0,0,0,0,0,562.701,3
0,3290.574,0,881.056,758.749,122.307,0,776.92,20.136,93.14,1182.516,215.528,1187.579,2296.484,632.688,228.364,1024.553,0,0,354.192,544.089,488.991,0,0,0,1022.031,1
1253.298,634.534,0,486.031,486.031,0,270.495,393.937,69.665,81.744,1643.272,211.994,1021.121,626.622,129.991,76.937,533.145,31.506,0,89.032,695.686,0,899.73,451.843,0,2055.803,3
3999.625,1934.087,0,576.342,296.765,279.576,447.687,374.088,144.64,276.78,0,0,9250.642,1153.367,307.808,77.778,1329.728,101.672,0,19.463,743.846,449.558,0,0,0,1386.762,1
0,124.449,633.338,613.367,613.367,0,0,156.73,58.778,36.234,411.968,77.393,87.245,810.578,98.731,199.426,10.276,0,0,58.049,110.981,0,0,0,0,520.04,3
0,0,0,285.865,285.865,0,472.175,137.01,21.758,122.298,1558.334,110.739,252.657,1638.612,209.315,39.772,257.836,0,0,0,0,0,0,0,0,2560.712,1
0,0,2736.959,599.506,599.506,0,0,0,50.519,17.066,0,0,1006.064,510.24,287.521,0,446.438,0,0,185.31,0,0,0,0,0,1872.586,2
6755.13,1059.638,1784.804,1014.338,521.868,492.47,754.304,139.018,163.796,16.058,328.395,0,270.405,1000.836,915.966,0,111.573,0,0,313.993,0,0,0,0,0,686.707,3
243.688,0,0,189.823,189.823,0,0,0,9.534,25.523,0,0,561.701,45.997,45.997,0,0,0,0,17.22,0,0,0,0,0,393.513,1
728.125,0,1689.717,430.342,430.342,0,0,44.045,143.429,0,0,37.239,243.112,156.968,25.613,0,0,0,0,30.499,440.591,0,0,0,0,740.626,1
2096.642,0,2397.797,1031.583,822.85,208.732,0,120.445,47.407,42.253,476.661,65.726,711.044,221.641,52.493,25.681,0,0,0,0,0,0,0,0,0,508.633,3
760.453,4236.81,1682.87,933.866,933.866,0,514.593,119.157,49.825,0,0,0,180.865,600.949,151.368,234.262,230.181,209.335,0,0,0,535.995,0,0,0,172.973,3
380.617,974.988,0,922.967,292.749,371.589,0,127.839,102.852,0,0,0,866.803,796.686,178.209,114.943,6.271,43.938,0,0,0,0,0,0,0,3213.364,1
0,1750.937,6084.924,860.357,860.357,0,0,0,24.981,42.921,864.655,225.503,2370.223,1278.981,364.568,66.84,135.066,70.493,0,357.517,0,0,0,0,0,486.441,3
0,5964.775,0,1085.235,466.399,618.836,0,0,19.836,38.364,0,0,265.856,413.437,190.372,0,85.274,289.525,0,61.573,0,0,0,0,0,496.124,1
0,6344.835,0,1667.519,1059.728,607.791,0,162.405,198.564,32.012,330.275,62.732,1102.856,636.744,496.695,140.049,137.589,349.2,0,180.857,0,0,1187.71,224.667,0,460.034,1
4723.708,4201.328,0,1363.074,728.692,634.382,1452.494,164.553,70.12,98.616,1002.577,169.13,2400.321,1366.828,191.244,166.763,347.938,239.277,0,585.352,0,0,0,0,0,987.681,3
1310.046,374.674,2486.58,1040.839,935.918,104.921,0,234.579,194.588,35.218,601.265,121.545,292.585,235.808,129.181,0,28.156,18.955,0,0,491.986,0,0,0,0,838.016,1
0,2769.051,3420.388,432.314,432.314,0,0,0,60.645,34.806,358.168,0,589.859,395.439,181.226,71.058,0,0,0,62.59,0,0,0,0,0,5440.17,3
0,1851.794,0,1111.233,785.958,325.275,0,0,30.103,33.018,0,67.732,435.876,627.359,231.324,53.702,957.516,94.067,0,37.048,0,482.606,0,0,0,3793.686,1
0,2519.605,0,1175.198,1175.198,0,0,41.292,168.714,123.868,1262.224,70.723,226.876,773.1,315.234,0,397.484,68.366,0,284.927,0,0,0,0,0,807.39,1
0,784.464,0,784.506,784.506,0,0,0,192.014,37.293,753.082,201.245,681.464,463.706,309.168,0,388.576,67.767,0,349.73,0,423.71,0,0,0,985.43,1
0,1055.331,0,1478.55,703.864,258.327,798.973,322.315,67.461,33.117,669.348,126.4,3764.499,389.28,84.633,84.633,234.386,62.112,0,463.547,0,0,0,0,0,864.854,1
0,7185.611,0,238.9,238.9,0,827.942,0,150.957,53.055,677.241,0,280.799,919.815,552.976,30.579,187.291,303.322,0,338.613,0,0,0,0,0,907.09,2
0,2306.218,3307.181,705.55,705.55,0,0,0,67.431,49.437,505.811,155.37,2480.918,779.174,190.775,84.721,231.524,102.239,0,32.707,712.636,0,0,0,0,680.888,1
0,1306.643,0,764.167,225.859,538.308,0,634.342,181.261,100.907,1066.95,0,1705.731,1544.001,398.445,258.758,0,64.006,0,0,0,0,0,0,0,1815.858,1
0,0,0,478.762,478.762,0,0,465.452,132.534,29.288,593.283,66.426,774.079,391.767,276.625,0,113.761,0,0,0,0,0,0,0,0,863.649,2
0,0,531.062,265.992,265.992,0,0,0,95.342,0,0,0,73.484,684.821,512.992,0,39.568,0,0,0,0,0,0,0,0,437.44,2
3880.607,6378.84,3513.603,591.821,591.821,0,0,111.747,58.093,18.081,350.642,38.258,269.408,490.707,116.01,26,70.495,283.95,0,75.015,0,0,0,0,0,2367.704,1
0,0,0,1023.259,650.226,373.033,0,0,184.261,9.246,154.465,35.551,308.187,348.001,218.939,14.204,97.745,0,0,16.132,0,0,0,0,0,399.188,1
0,4537.773,0,497.543,497.543,0,0,414.095,234.043,60.705,0,117.067,1306.94,695.928,257.626,91.83,144.001,200.805,0,57.306,0,0,0,0,0,542.01,1
0,1774.781,0,1035.393,659.05,346.567,0,0,39.092,74.346,0,91.645,1775.609,641.186,182.335,16.095,97.26,98.152,0,394.459,0,168.205,2119.492,378.075,0,811.304,1
4587.718,3341.652,12126.42,542.134,293.79,248.343,293.874,406.672,30.145,33.416,539.595,0,227.142,431.755,62.021,53.018,71.854,166.711,0,402.845,0,0,0,0,0,793.222,3
0,1205.934,0,471.741,471.741,0,0,349.196,241.171,24.52,316.663,91.363,788.439,2619.822,520.874,516.952,177.216,55.827,0,27.75,0,0,0,0,0,1484.123,1
0,3075.063,0,483.799,483.799,0,0,399.628,241.936,120.243,1525.131,120.141,1335.658,84.291,84.22,0,601.297,252.548,0,204.712,772.484,463.162,0,0,0,986.719,1
0,615.767,0,2770.083,436.242,782.477,785.91,362.985,66.606,23.062,298.805,114.979,972.055,1563.586,450.905,168.64,6.49,44.497,799.164,288.551,0,0,0,0,0,1203.87,3
9667.815,471.364,0,978.595,799.787,178.808,506.605,0,148.627,47.824,489.976,0,1782.192,262.828,39.976,15.584,0,0,0,30.971,0,0,0,0,0,2267.688,3
0,702.532,5554.001,538.445,538.445,0,289.762,550.048,98.275,123.667,1569.232,0,2548.931,2268.065,859.15,311.327,520.183,0,0,30.511,0,0,0,0,0,1067.376,1
0,1133.394,0,563.147,563.147,0,745.519,243.253,152.563,65.983,887.286,206.716,1285.028,432.385,128.587,109.489,192.698,62.655,0,392.886,0,431.069,0,0,0,607.063,2
0,1319.417,0,570.689,570.689,0,0,0,70.812,15.225,0,0,295.495,290.954,219.053,0,61.459,57.379,0,0,0,0,0,0,0,604.667,1
0,0,0,1080.53,1080.53,0,0,328.407,236.677,40.106,809.344,180.75,1533.7,1693.903,205.83,193.372,172.034,0,0,383.622,0,178.364,0,0,0,1613.498,1
0,5633.425,0,1455.087,244.071,604.305,465.113,0,122.697,59.716,0,99.832,4267.844,703.972,85.368,53.174,791.109,279.937,0,1042.029,1235.2,543.262,0,537.118,1939.567,8798.526,1
2546.94,413.941,0,465.077,465.077,0,819.682,155.631,49.553,32.168,0,210.074,173.341,219.981,60.321,0,0,23.915,0,0,0,35.89,0,0,0,1126.354,3
5423.345,2629.078,2944.826,784.842,784.842,0,728.356,281.392,192.709,14.849,171.918,0,725.684,74.099,15.784,0,91.645,127.033,0,0,0,0,0,0,0,608.888,1
4386.403,4078.801,4305.876,866.299,266.601,599.698,0,457.473,182.509,222.209,2251.29,0,374.801,712.228,409.37,245.375,43.523,151.534,0,22.612,0,0,0,0,0,1202.148,3
0,0,0,1031.29,1031.29,0,0,0,209.482,49.395,0,0,51.249,55.459,30.329,0,71.258,0,0,32.945,0,0,0,0,0,894.923,1
0,546.263,0,483.449,483.449,0,0,157.048,202.233,62.202,870.949,0,941.837,1146.129,555.682,309.955,400.969,0,0,0,0,0,0,0,0,12004.63,2
0,1136.224,0,566.463,566.463,0,0,96.897,103.814,0,0,193.584,952.369,1237.267,380.297,156.095,0,0,0,0,0,0,0,0,0,754.383,1
2031.722,1847.979,0,1038.699,1038.699,0,453.192,55.986,29.794,32.094,331.106,37.673,1527.269,298.454,52.653,52.654,189.482,91.818,0,447.039,0,270.937,0,0,0,1254.757,1
11952.402,896.007,1711.648,958.284,435.216,523.068,302.771,142.919,119.15,25.644,330.701,33.291,563.395,525.333,377.925,52.636,0,50.152,0,0,0,0,0,0,0,628.119,3
735.192,560.744,2240.775,489.114,489.114,0,0,20.154,96.463,0,0,0,153.733,324.102,25.697,15.567,11.621,0,0,0,0,0,0,0,0,185.104,1
4350.396,2313.307,2793.74,994.583,263.577,731.006,880.228,247.305,69.57,16.113,169.703,0,1187.91,391.746,76.885,0,60.216,111.705,0,0,0,0,0,0,0,388.569,3
0,1134.537,0,276.82,276.82,0,238.009,122.819,39.569,32.145,489.523,0,407.663,694.459,313.2,0,570.274,65.001,0,428.526,0,0,0,0,0,519.725,2
0,3597.219,0,539.748,539.748,0,0,163.464,71.208,34.646,700.65,69.144,1338.932,720.809,194.193,36.877,294.835,175.999,0,344.688,0,0,0,0,0,433.917,1
0,1060.45,0,687.571,687.571,0,0,315.785,212.853,0,0,0,796.091,546.597,414.293,133.481,0,45.872,0,0,0,0,0,0,0,534.571,1
5162.869,4079.198,3752.863,487.352,487.352,0,799.917,180.559,139.739,57.906,1165.905,66.941,149.656,1221.981,179.024,130.536,73.647,202.702,0,725.499,0,0,0,0,0,1760.071,1
0,493.786,0,466.343,466.343,0,0,10.382,29.723,0,0,0,412.402,96.565,59.969,0,20.868,19.484,0,0,0,0,0,0,0,268.446,1
0,3233.285,1717.346,727.954,727.954,0,555.752,315.333,49.769,16.131,169.907,0,783.831,626.089,281.62,110.707,351.126,97.407,0,53.006,0,0,0,0,0,332.934,1
283.858,1840.626,3407.599,555.932,555.932,0,0,125.807,50.104,36.225,372.139,100.567,808.979,476.239,323.44,42.814,0,78.392,0,0,0,0,0,0,0,838.976,1
0,0,0,881.619,881.619,0,0,0,321.77,0,0,0,135.102,477.331,237.343,36.61,76.269,0,0,0,0,0,0,0,0,696.709,1
4588.922,4975.657,5532.956,1707.332,629.911,358.598,0,279.363,140.285,67.605,1359.024,96.803,1198.932,1667.502,236.575,191.787,148.689,306.825,0,486.15,0,0,1614.22,193.637,0,36692.966,3
0,3013.698,2477.99,271.802,271.802,0,0,25.508,149.236,0,0,0,508.915,0,0,0,0,0,0,105.885,0,0,0,0,0,243.801,1
0,681.974,0,2201.56,836.77,1364.79,0,80.828,50.546,26.374,0,68.43,736.404,228.603,177.35,36.773,163.579,35.554,0,660.146,0,0,0,0,0,4635.26,1
405.064,604.157,1519.531,630.27,630.27,0,235.993,267.077,189.04,50.956,575.041,197.098,1133.634,745.144,186.895,51.814,10.07,29.832,0,203.136,0,0,0,0,0,1016.949,3
0,2033.201,0,1024.683,1024.683,0,605.939,247.768,50.839,69.002,1052.201,190.21,1231.664,736.456,229.041,70.166,695.018,0,0,99.272,364.223,0,0,0,0,2177.719,1
0,489.499,0,430.374,430.374,0,0,0,38.678,70.971,903.013,63.646,1308.653,558.026,187.761,52.052,468.783,0,0,265.975,0,329.614,0,0,0,1119.273,3
2891.85,523.283,4507.338,231.628,231.628,0,0,401.638,98.171,166.381,1856.22,0,883.27,439.012,201.973,103.538,65.244,0,0,0,0,0,0,0,0,916.833,1
3560.364,7191.318,2978.113,322.107,322.107,0,0,421.07,296.091,110.49,1123.021,155.699,1455.435,298.378,149.672,0,67.45,465.639,0,302.605,0,0,0,0,0,1086.468,1
0,621.103,0,869.456,869.456,0,563.102,455.816,143.532,25.781,522.597,98.117,2034.093,623.748,193.429,85.797,280.855,32.013,0,179.183,0,0,0,0,0,12364.993,3
948.02,976.545,0,990.969,907.708,83.261,275.338,0,0,10.603,0,69.356,1841.838,776.694,232.31,113.589,15.994,46.445,0,19.713,0,0,0,0,0,1112.884,1
1903.975,9987.629,3471.854,778.404,761.544,16.86,0,234.837,40.22,94.86,1203.973,215.569,996.499,205.217,52.721,0,39.086,536.606,0,783.691,0,0,625.489,0,0,358.146,1
3571.611,1901.486,1738.848,478.779,478.779,0,0,396.038,139.722,59.268,665.194,94.791,724.076,602.959,190.657,52.748,62.359,91.196,0,0,0,0,0,0,0,689.702,1
1817.08,128.08,1684.781,432.517,432.517,0,0,84.219,76.929,12.536,165.261,94.527,236.069,381.351,224.054,0,31.824,5.551,0,0,0,0,0,0,0,925.274,1
771.12,209.95,3093.733,826.904,348.667,478.237,0,545.337,67.782,37.195,477.056,65.186,4335.174,427.376,84.315,0,155.866,0,0,303.048,341.384,0,0,0,0,710.889,2
0,236.341,0,1154.248,496.432,657.816,495.573,328.633,145.321,53.198,543.785,447.867,691.475,473,175.26,16.098,17.114,0,0,0,0,0,0,0,0,9878.415,3
0,5513.573,0,832.371,832.371,0,0,324.886,52.107,54.576,741.634,197.466,1329.105,1496.684,318.789,319.566,179.383,273.583,0,946.898,0,0,0,0,0,2112.187,1
0,972.869,0,481.083,481.083,0,0,149.882,57.752,72.076,1446.498,119.249,421.493,750.638,51.986,20.579,184.893,51.998,0,38.108,0,0,0,0,0,636.656,2
0,385.455,0,534.313,534.313,0,0,63.838,66.968,0,0,0,900.452,0,0,0,20.68,0,0,0,0,0,0,0,0,307.817,1
0,2689.872,0,553.284,447.093,106.191,0,0,212.577,25.1,509.872,0,180.298,411.126,85.406,53.207,73.436,0,0,35.226,1042.885,736.528,0,0,0,622.684,1
422.302,4371.249,3041.436,770.947,770.947,0,723.35,294.369,40.734,52.728,538.464,99.47,1310.3,1749.973,909.277,87.503,130.89,192.756,0,440.607,0,0,0,0,0,2057.446,1
976.258,4757.675,3812.964,728.196,728.196,0,0,53.17,145.394,59.245,754.087,70.152,490.873,822.715,325.252,152.034,15.393,201.947,0,507.491,0,0,0,0,0,620.536,1
302.488,5276.201,3070.001,813.826,542.13,271.696,557.623,156.59,41.278,78.769,1001.21,37.888,208.129,1196.264,280.16,52.96,4.1,214.456,0,33.347,0,0,0,0,0,1442.714,1
4145.038,2809.245,0,938.942,938.942,0,0,162.998,149.341,50.936,820.812,95.751,1903.122,573.929,110.653,84.548,436.618,199.727,0,328.062,0,454.488,0,0,0,1270.405,3
0,216.238,7685.981,315.842,315.842,0,271.443,416.097,70.12,93.782,1189.783,38.089,492.368,538.775,380.427,0,192.184,0,0,223.126,0,0,0,0,0,1132.143,3
0,75.762,0,0,0,0,0,0,0,0,0,0,86.302,0,0,0,38.763,0,0,0,0,0,0,0,0,76.173,2
0,1937.351,0,218.414,218.414,0,241.908,0,307.003,60.399,1216.236,219.05,1223.086,431.615,85.017,0,293.395,87.828,0,0,0,0,0,0,0,1276.177,1
0,0,0,566.795,566.795,0,0,74.388,0,0,0,102.756,656.344,271.939,246.669,0,72.207,0,0,114.986,0,0,0,0,0,1669.615,1
0,0,0,842.052,842.052,0,0,294.869,32.15,60.499,0,76.325,1249.081,325.673,119.12,15.441,21.434,0,0,0,0,0,0,0,0,1877.564,1
0,273.255,0,457.056,457.056,0,0,0,9.489,0,0,0,314.57,280.057,76.046,15.356,0,0,0,115.7,0,0,0,0,0,252.363,1
0,1461.823,0,2010.629,1184.483,826.146,500.939,56.96,79.145,17.037,179.262,69.458,513.153,161.212,82.707,37.011,0,86.062,0,317.674,0,632.777,0,0,0,775.046,1
7115.289,226.919,0,1182.344,441.822,740.522,999.621,233.616,296.138,63.456,327.449,124.73,858.526,586.323,189.688,76.692,0,0,0,173.619,1014.171,0,0,0,0,1346.798,3
0,0,0,928.313,928.313,0,0,0,0,58.356,1179.119,104.534,666.857,141.58,112.233,0,617.499,0,0,100.541,0,521.72,0,0,0,4044.862,1
0,671.879,0,546.976,294.121,252.855,874.385,0,39.453,63.118,0,94.314,396.827,758.935,187.795,52.058,484.386,32.803,0,400.952,0,288.502,0,0,0,871.411,1
0,7414.197,0,769.969,769.969,0,0,84.259,51.907,102.189,1295.355,135.792,3648.705,773.674,229.03,15.985,544.371,509.362,0,483.429,0,0,0,0,0,4719.214,3
7881.5,477.388,0,1769.927,1300.972,468.956,0,0,49.868,38.706,0,33.479,632.278,315.601,160.025,52.94,431.969,0,0,75.848,0,0,0,0,0,932.669,3
0,4102.275,11404.948,3022.005,1160.361,929.203,0,242.744,213.584,172.366,2178.054,108.998,1542.461,1688.095,366.575,177.571,885.342,347.738,0,414.12,0,597.321,1410.474,516.365,1856.947,1765.615,1
4880.971,1911.766,1786.894,949.694,949.694,0,768.91,280.832,140.716,16.409,172.701,0,1191.266,301.912,207.831,59.509,91.786,102.201,0,62.297,0,0,0,0,0,370.58,3
1601.776,1550.668,2127.428,237.832,237.832,0,0,327.233,85.022,144.973,1843.133,0,1580.482,582.517,113.549,25.502,40.412,0,0,0,0,244.817,0,0,0,647.668,1
255.79,456.845,885.923,427.571,427.571,0,0,0,38.321,0,0,65.597,158.642,0,0,0,0,0,0,0,0,0,0,0,0,402.665,1
0,4741.994,4798.159,1253.257,878.018,375.239,665.725,0,73.375,134.736,1362.577,231.809,3924.233,910.805,311.045,61.226,0,263.863,0,462.735,0,0,0,0,0,922,3
3133.971,437.721,0,1373.02,726.925,646.094,483.984,0,71.914,42,537.432,99.23,941.874,1799.046,297.493,181.008,59.608,15.585,0,0,0,0,0,289.497,1049.13,1322.881,1
1943.683,405.295,1653.417,478.139,478.139,0,0,10.105,38.711,0,0,0,1161.249,135.826,69.129,0,31.734,17.51,0,158.222,0,0,0,0,0,424.269,1
